0,SansAnimation,Tired,,,,,,,
0,SansHead,EyesClosed,,,,,,,
0,SansText,ow my ice nips hurt,,,,,
0,SansHead,NoEyes,,,,,,
0,SansText,So get ready to be          gooned on,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,Sound,Flash,,,,,,,
0,BlackScreen,1,,,,,,,
0.6,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0,SansBody,HandDown,,,,,,,
0,SansHead,BlueEye,,,,,,,
0,Sound,GasterBlaster,1.4,,,,,,
0.26666,SansSlam,1,,,,,,,
0.5,SansBody,HandUp,,,,,,,
0,SansHead,NoEyes,,,,,,,
0,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,1,640,480,379,446,270,0.333,0.26666
0.2,BoneStab,1,54,0.16666,1,,,,
0.7,HeartMode,0,,,,,,,
0,SansBody,HandRight,,,,,,,
0,Sound,Ding,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,379,446,270,0.333,0.26666
0.4,Sound,GasterBlaster,1.4,,,,,,
0,SineBones,20,-24,360,25,,,,
0.5,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0.9,SansAnimation,Tired,,,,,,,
0,GasterBlaster,1,0,0,189,246,0,0.333,0.2
0,GasterBlaster,1,0,0,259,166,90,0.333,0.2
0,GasterBlaster,1,640,480,449,366,180,0.333,0.2
0,GasterBlaster,1,640,480,379,446,270,0.333,0.2
0.7,GasterBlaster,1,0,0,189,176,45,0.333,0.2
0,GasterBlaster,1,640,0,449,176,135,0.333,0.2
0,GasterBlaster,1,640,480,449,436,225,0.333,0.2
0,GasterBlaster,1,0,480,189,436,315,0.333,0.2
0.7,GasterBlaster,1,0,0,189,246,0,0.333,0.2
0,GasterBlaster,1,0,0,259,166,90,0.333,0.2
0,GasterBlaster,1,640,480,449,366,180,0.333,0.2
0,GasterBlaster,1,640,480,379,446,270,0.333,0.2
0.5,GasterBlaster,2,0,240,139,306,0,0.666,0.5
0,GasterBlaster,2,640,240,499,306,180,0.666,0.5
0,SansAnimation,Tired,,,,,,,
3,SansHead,Default,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansText,Cheer up buddy.,,,,,,,
0,SansTorso,Shrug,,,,,,,
0,SansText,We'll have a good time on         bed,,,,,,,
0,SansAnimation,Idle,,,
0,SansBody,handleft,,,
0,SansSlam,2,,
0,DamagePlayer,4,1,,,
0,SansText,wait i cant say that?,,,,,
0,SansText,im a 10 million minecraft          youtuber channel!,,,,
0,SansText,sounds like some kind of,,,,,,
0,SansText,[[MINECRAP]],,,,,,
0,SansText,BLAHAHAHAHAHAHAHAHAHAHHAAHAHAHA            HAHAHAHAHAHAHAHAHAHAHAHAAH.          HAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHA,,,,,
0,sound,ding,,
0,HeartMode,0,,
0,SansAnimation,default,,
0,SansHead,default,,
0,GasterBlaster,1,0,0,191,306,0,0.3,0.1
0,GasterBlaster,1,0,0,321,166,90,0.3,0.1
0,GasterBlaster,1,0,0,449,306,180,0.3,0.1
0,GasterBlaster,1,0,0,321,446,270,0.3,0.1
0.5,GasterBlaster,1,0,0,191,176,45,0.3,0.1
0,GasterBlaster,1,0,0,451,176,135,0.3,0.1
0.8,GasterBlaster,1,0,0,451,436,225,0.3,0.1
0,GasterBlaster,1,0,0,191,436,315,0.3,0.1
0.7,GasterBlaster,1,0,0,191,246,0,0.3,0.1
0,GasterBlaster,1,0,0,259,166,90,0.3,0.1
0,GasterBlaster,1,0,0,449,366,180,0.3,0.1
0,GasterBlaster,1,0,0,379,446,270,0.3,0.1
1.125,GasterBlaster,1,0,0,186,371,337.5,0,0
2.125,GasterBlaster,1,0,0,191,436,315,0,0
0.5,GasterBlaster,1,0,0,256,443.5,292.5,0,0
0.25,GasterBlaster,1,0,0,186,241,22.5,0,0
0.5,GasterBlaster,1,0,0,181,306,0,0,0
0.25,GasterBlaster,1,0,0,186,371,337.5,0,0
0.5,GasterBlaster,1,0,0,191,436,315,0,0
0.25,GasterBlaster,1,0,0,450,371,202.5,0,0
0.5,GasterBlaster,1,0,0,449,306,180,0,0
0.25,GasterBlaster,1,0,0,450,241,157.5,0,0
0.15,GasterBlaster,1,0,0,451,176,135,0,0
0.15,GasterBlaster,1,0,0,321,451,270,0,0
0.5,GasterBlaster,1,0,0,386,443.5,247.5,0,0
0.25,GasterBlaster,1,0,0,451,436,225,0,0
0.25,GasterBlaster,1,0,0,186,241,22.5,0,0
0.25,GasterBlaster,1,0,0,181,306,0,0,0
0.5,GasterBlaster,1,0,0,186,371,337.5,0,0
0.5,GasterBlaster,1,0,0,191,436,315,0,0
0.25,GasterBlaster,1,0,0,186,241,22.5,0,0
0.25,GasterBlaster,1,0,0,181,306,0,0,0
